Quelle,Stadt,URL PARENT,Dateibezeichnung,URL Datei,Format,Beschreibung,Zeitlicher Bezug,Lizenz,Kosten,Veröffentlichende Stelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert
d,hamburg.de,,Bebauungsplan Billstedt 28 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 28 für das Plangebiet Billstedter Hauptstraße-Westgrenze des Flurstücks 1512 der Gemarkung Schiffbek-Kreuzkirchenstieg-Hauskoppel-Nordgrenzen der Flurstücke 1462, 1461, 1442 und 1440 der Gemarkung Schiffbek- Schiffbeker Weg (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Eidelstedt 52 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Eidelstedt 52 für den Geltungsbereich östlich des ehemaligen Rangierbahnhofs Eidelstedt zwischen Alpenrosenweg und Redingskamp (Bezirks Eimsbüttel, Ortsteil 320) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Alpenrosenweg-Redingskamp-Südostgrenze des Flurstücks 5434, über die Flurstücke 5434 und 5440, Nordgrenze des Flurstücks 5440 der Gemarkung Eidelstedt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Niendorf 13 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Niendorf 13 für das Plangebiet Jütenweg - Vielohweg - Quedlinburger Weg - Kopischweg - West- und Nordgrenze des Flurstücks 1750, Nordgrenzen der Flurstücke 1749 bis 1747, Westgrenzen der Flurstücke 1691 bis 1687 sowie Süd- und Westgrenze des Flurstücks 1684 der Gemarkung Niendorf - Perckentinweg (Bezirk Eimsbüttel, Ortsteil 318) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Ohlsdorf 13 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Ohlsdorf 13 für den Geltungsbereich Rübenkamp - Fuhlsbüttler Straße - Feuerbergstraße (Bezirk Hamburg-Nord, Ortsteil 430) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lurup 34 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lurup 34 für den Geltungsbereich Rispenweg - Fangdieckstraße - nördliche und westliche Böschungsoberkante der Mühlenau - Farnhornstieg - Farnhornweg - über die Flurstücke 1335 und 1336 der Gemarkung Lurup - Heilgrundweg - Ammernweg - über die Flurstücke 1301 bis 1293 der Gemarkun Lurup zum Fangdieckgraben (Bezirk Altona, Ortsteil 219) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Zuwendungsbericht Hamburg 2011,http://www.hamburg.de/fb/zuwendungsbericht,DATA,"Liste der im Jahre 2010 begonnenen und durch die Freie und Hansestadt Hamburg geförderten Zuwendungsvorgänge entsprechend des Zuwendungsberichtes 2011 (Vierter empfängerbezogener Zuwendungsbericht, Drucksache 20/1740 vom 4.10.2011) in den Dokumentformaten *.XLSX sowie *.CSV",,dl-de-by-1.0,,"Finanzbehörde, Amt für Haushalt und Aufgabenplanung, Kasse Hamburg, K23, Fachliche Leitstelle INEZ",,,,x,,,,,,,,,,,,,,,,,x,
d,hamburg.de,,Bebauungsplan Groß Flottbek 3 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Groß Flottbek 3 für das Plan­gebiet Hemmingstedter Weg - Baron-Voght-Straße - Langkamp -Westgrenze des Flurstücks 1221 der Gemarkung Groß Flottbek (Bezirk Altona, Ortsteil 217) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Stellingen 10 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Stellingen 10 für das Plangebiet Jütländer Allee - Vogt-Kölln-Straße - Wördemanns Weg (Bezirk Eimsbüttel, Ortsteil 321) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Fuhlsbüttel 2 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Fuhlsbüttel 2 für das Plangebiet Paul-Bäumer-Platz-Zeppelinstraße-Am Raakmoorgraben-Langenhorner Chaussee-Alsterkrugchaussee-Preetzer Straße (Bezirk Hamburg-Nord, Ortsteil 431) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Bahrenfeld 9-Lurup 50 Blatt 7 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Bahrenfeld 9/Lurup 50 (11 Blätter) für den Geltungsbereich Notkestraße-über das Flurstück 3390 (Drögenkamp), Westgrenze des Flurstücks
3389,	über das Flurstück  3390. Westgrenze des Flurstücks
3390,	Südgrenzen der Flurstücke 3390, 346, 3431 und 154, Ostgrenze des Flurstücks 2066 der Gemarkung Groß Flottbek-Vorbeckweg- Flottbeker Drift-Südgrenze des Flurstücks 335, über das Flurstück 335. Südgrenzen der Flurstücke 336 und 337. Westgrenzen der Flurstücke 337 und 338, Südgrenze des Flurstücks 230, über das Flurstück 230, Südgrenzen der Flurstücke 230 und 2542 der Gemarkung Groß Flottbek-  Stiefmütterchenweg-Nordgrenze des Flurstücks 218. Westgrenze des Flurstücks 220, über das Flurstück 3544 der Gemarkung Groß Flottbek- Blomkamp-Luruper Drift-Grandkuhlenweg- Kressenweg-Südgrenze des Flurstücks 3240, Ostgrenze des Flurstücks 1233 der Gemarkung Groß Flottbek, Südgrenzen der Flurstücke 1234 und 1238 der Gemarkung  Osdorf-Flurstraße-Rugenbarg-Elbgaustraße-Westgrenze des Flurstücks 1063 der Gemarkung Lurup-Farnhornweg-Elbkamp-über das Flurstück 1757, Nordgrenze des Flurstücks 1757 der Gemarkung Bahrenfeld- Hellgrundweg-Farnhornstieg-Ostgrenze des Flurstücks 2798 der Gemarkung Bahrenfeld-Sylvesterallee-Schnackenburgallee-Nordgenzen der Flurstücke 3039, 2588 und 3039 der Gemarkung Ottensen-Ottensener Straße-Schnackenburgallee-Am Volkspark-über das Flurstück 3049 der Gemarkung Ottensen-Nansenstraße-Ostgrenze des Flurstücks 1769 der  Gemarkung Bahrenfeld-Schulgartenweg-Ostgrenzen der Flurstücke 1772, 1773 und 1778 der Gemarkung Bahrenfeld- Kielkamp-Luruper  Chaussee (Bezirk Altona, Ortsteil; 215, 216 und 219) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Schnelsen 22 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Schnelsen 22 für den Geltungsbereich Königskinderweg - über das Flurstück 4568 der Gemarkung Schnelsen - Grothwisch - Landesgrenze - Ostgrenzen der Flurstücke 590, 4099, über das Flurstück 592 der Gemarkung Schnelsen - Blumenweg - Schlehenweg - Ostgrenzen der Flurstücke 4095, 536, 535, 534, 4076, 2943, 2798 und 532 der Gemarkung Schnelsen - Dornröschenweg (Bezirk Eimsbüttel, Ortsteil 319) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Winterhude 21 Blatt 1 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Winterhude 21 für den Geltungsbereich Außenalster-Alster-Maria-Louisen-Straße-Rondeel- Sierichstraße-Langer Zug (Bezirk Hamburg-Nord, Ortsteil 413) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 127 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"(1) Der Bebauungsplan Rahlstedt 127 für den Geltungsbereich über Teilgebiete von Oldenfelde, Neu-Rahlstedt und Alt¬Rahlstedt (Bezirk Wandsbek, Ortsteil 526) wird festgestellt:
Das Plangebiet besteht aus drei Teilgebieten, die wie folgt begrenzt werden:
1. Gebiet 1:
Alter Zollweg - Schlawer Weg - über die Flurstücke 1763, 1761, 1762, 2011 und 2010 - Bargteheider Straße - über das Flurstück 2933 - Bargteheider Straße - über das Flurstück 2940 - Bargteheider Straße - über die Flurstücke 2941, 1765, 4588, 4583, 1768, 1769, 4229, 4228, 1771 und 1752 - Schulpfad - über die Flurstücke 4652, 4651, 4654, 4347, 1747, 1745, 3167, 1743, 1742, 3707, 3708, 1738, 3333, 1735, 1734, 4465, 1732, 3383 und 1729 - Wolliner Straße - Westgrenzen der Flurstücke 1590, 1594, 1595, 1596, 1597, 1598, 1599, 1600, 1601, 1603, 1604, 1605 und 1606 und Süd-, West- und Nordgrenze des Flurstücks 1607 und West- und Nordgrenze des Flurstücks 3918 der Gemarkung Oldenfelde.
2. Gebiet 2:
Oldenfelder Straße - Nord- und Nordostgrenze des Flurstücks 4183, Nordostgrenze des Flurstücks 4625 - Gewässer Wandse - Nordostgrenze des Flurstücks 4029 - Birrenkovenallee - Delingsdorfer Weg - Nordgrenze des Flurstücks 4090 - Gewässer Wandse - Nordgrenze des Flurstücks 1976 - Delingsdorfer Weg - Nordgrenze des Flurstücks 2040 - Bahnstrecke Hamburg-Lübeck - Nord- und Ostgrenze des Flurstücks 3739 - Eichberg - Boltwischen - Südostgrenzen der Flurstücke 2132, 2131, 2205 und 2124, Ostgrenzen der Flurstücke 2705 und 2121 - Boltwischen - Nord- und Ostgrenze des Flurstücks 4649, Ost- und Südgrenze des Flurstücks 2692, Ostgrenzen der Flurstücke 2084, 2083 und 4013, Ost- und Südostgrenze des Flurstücks 4033, Südost- und Südgrenze des Flurstücks 2080 der Gemarkung Oldenfelde - Geidelberg - Südgrenze des Flurstücks 596, über die Flurstücke 598 und 596 - Hohwachter Weg - Südgrenze des Flurstücks 573, über die Flurstücke 1372, 1373, 1182, 570, 569 und 568, Südgrenze des Flurstücks 567 - Eutiner Straße
-über die Flurstücke 1382, 1391 und 534, Südgrenze des Flurstücks 533 - Bordesholmer Straße - Ostgrenze des Flurstücks 500, Ost- und Südgrenze des Flurstücks 499, über die Flurstücke 498, 497, 496, 495, 416 und 415, über das Flurstück 1285, Westgrenze des Flurstücks 1285, Südgrenze des Flurstücks 413 - Schmahlsweg - Travemünder Stieg - Parchimer Straße - Süd- und Westgrenze des Flurstücks 383, Westgrenzen der Flurstücke 385, 1503 und 644 der Gemarkung Neu-Rahlstedt - Bahnstrecke Hamburg Lübeck - Südgrenze des Flurstücks 538 der Gemarkung Alt-Rahlstedt - Oldenfelder Straße - Südgrenze des Flurstücks 1931, Ostgrenze des Flurstücks 1856, Nord-, Ost- und Südgrenze des Flurstücks 1857, Ostgrenzen der Flurstücke 1858, 1859, 1860, 1861, 1862, 1918 und 1919, Ost- und Südgrenze des Flurstücks 1920 der Gemarkung Oldenfelde-
Fehsenfeldstraße - Grubesallee - Ost- und Nordgrenze des Flurstücks 6116, Ostgrenzen der Flurstücke 6095 und 423 - Boytinstraße - Ostgrenze des Flurstücks 458, Nord-, Ost- und Südgrenze des Flurstücks 2920, Südgrenze des Flurstücks 2919 - Heestweg - Südostgrenze des Flurstücks 6940, Südost- und Südwestgrenze des Flurstücks 355, über das Flurstück 355, über die Flurstücke 356, 359, 362, 363 und 4848 - Boytinstraße - über die Flurstücke 422, 421, 420, 419 und 418 - Grubesallee - über das Flurstück 379 der Germarkung Alt-Rahlstedt, über die Flurstücke 1906, 1904 und 1907 - Lasbeker Straße - über die Flurstücke 1902, 1901, 1888, 1887 und 1889 - Hinschallee - über die Flurstücke 1882, 1881, 1880 und 1879 - Wolliner Straße - über die Flur¬stücke 1823, 2889, 1822, 1821, 3366, 3365, 1818, 1817, 1816 und 1815, Westgrenze des Flurstücks 4559 - Eggerskamp - Westgrenze des Flurstücks 1793, über die Flurstücke 1792, 1791 und 1790 - Schulpfad - über die Flurstücke 1773, 1774, 1775, 2632 und 1776 der Gemarkung Oldenfelde.
3. Gebiet 3:
Remstedtstraße - Wehlbrook - West- und Nordgrenze des Flurstücks 201, Nordwest- und Nordostgrenze des Flurstücks 203, Nordostgrenze des Flurstücks 204, Nordgrenzen der Flurstücke 205 und 206, Nord-, Ost- und Südgrenze des Flurstücks 1070 - Stellaustieg - Nord- und Ostgrenze des Flurstücks 211, Ostgrenze des Flurstücks 1268, Ost- und Südgrenze des Flurstücks 1269, Südwestgrenze des Flurstücks 701 - Stellaustieg - Südwestgrenzen der Flurstücke 228 und 233, Südost- und Südwestgrenze des Flurstücks 235, Südwestgrenze des Flurstücks 236, Südost- und Südwestgrenze des Flurstücks 237, Südwestgrenze des Flurstücks 238, Süd- und Ostgrenze des Flurstücks 239, Südgrenzen der Flurstücke 240 und 241, Ost- Süd- und Westgrenze des Flurstücks 242, Südgrenzen der Flurstücke 1256, 1262, 246 und 1291 der Gemarkung Neu-Rahlstedt, Südgrenzen der Flurstücke 694 und 5709 - Eilersweg - Buchwaldstraße - Amtsstraße - Buchwaldstraße - Westgrenze des Flurstücks 2598, über die Flurstücke 2903, 2902, 1851 - West- und Nordgrenze des Flurstücks 2598 - Gewässer Stellau - Westgrenze des Flurstücks 803, über die Flurstücke 2704 und 806 - Wesenbergallee - Nordwestgrenze des Flurstücks 790, über die Flurstücke 789, 788, 5717, 5754 und 5753 - Amtsstraße - Nordwestgrenze des Flurstücks 749, über die Flurstücke 748, 747, 746, 745 und 744, Nordwestgrenze des Flurstücks 4573 - Eilersweg - Nordwestgrenze des Flurstücks 717, über die Flurstücke 719 und 718 - Rahlstedter Straße - über das Flurstück 2936 der Gemarkung Alt-Rahlstedt, über die Flurstücke 360, 359, 1376, 357 und 356, Nordwestgrenze des Flurstücks 355 - Remstedtstraße - Nordwestgrenze des Flurstücks 331, über die Flurstücke 330, 329, 328, 327, 1038 und 1290 der Gemarkung Neu Rahlstedt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Langenhorn 72 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Langenhorn 72 für den Geltungsbereich südlich Foorthkamp, östlich Diekmoorweg, nördlich Wördenmoorweg (Bezirk Hamburg-Nord, Ortsteil 432) wird festgestellt.
Das Plangebiet wird wie folgt begrenzt:
Diekmoorweg - Nordgrenze des Flurstücks 5687, über das Flurstück 7936 der Gemarkung Langenhorn - Ostgrenze des Flurstücks 7936 (U-Bahn-Trasse) der Gemarkung Langenhorn - über das Flurstück 7936, Südgrenze des Flurstücks 6630 der Gemarkung Langenhorn (Bezirk Hamburg-Nord, Ortsteil 432)",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,ATKIS Digitales Basis Landschaftsmodell Hamburg,,"GML,","Das Digitale Basis-Landschaftsmodell (Basis-DLM) orientiert sich am Basismaßstab 1: 25 000. Es wird für alle Objekte eine Lagegenauigkeit von ± 3 m angestrebt. Es hat eine Informationstiefe, die über die Darstellung der Digitalen Stadtkarte von Hamburg (1: 20 000) hinausgeht. 
Der Inhalt und die Modellierung der Landschaft des Basis-DLM sind im ATKIS®-Objektartenkatalog (ATKIS®-OK Basis-DLM) beschrieben. 
Die Erfassung der Objektarten, Namen, Attribute und Referenzen erfolgte in drei aufeinander folgenden Realisierungsstufen, die im ATKIS®-OK Basis-DLM ausgewiesen sind. 
In Hamburg stehen die Realisierungsstufen für die gesamte Landesfläche seit 2007 aktuell zur Verfügung. Seit Oktober 2009 wird das Basis-DLM im bundeseinheitlichen AAA-Modell geführt.

Die Objektarten sind ATKIS-OK enthalten (siehe Verweis). 

Besonders geeignet als geometrische und semantische Bezugsgrundlage für den Aufbau von Geoinformationssystemen und zur Verknüpfung mit raumbezogenen fachspezifischen Daten für Fachinformationssysteme, zur  rechnergestützten Verschneidung und Analyse mit thematischen Informationen, für Raumplanungen aller Art und zur Ableitung von topographischen und thematischen Karten.
Anwendungsgebiete sind alle Aufgabenbereiche, für deren Fragestellungen ein Raumbezug erforderlich ist, unter anderem Energie-, Forst- und Landwirtschaft, Verwaltung, Demographie, Wohnungswesen, Landnutzungs-, Regional- und Streckenplanung, Straßenbau und Bewirtschaftung, Facility Management, Verkehrsnavigation und Flottenmanagement, Transport, Bergbau, Gewässerkunde und Wasserwirtschaft, Ökologie, Umweltschutz, Militär, Geologie und Geodäsie, aber auch Kultur, Erholung und Freizeit sowie Kommunikation.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wohldorf-Ohlstedt 17 Blatt 1 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wohldorf-Ohlstedt 17 für den Geltungsbereich zwischen Alster, Wohldorfer Wald, beidseitig der U-Bahn-Linie und Bredenbektal (Bezirk Wandsbek, Ortsteil 523) wird festgestellt.
Das Plangebiet (3 Teilgebiete) wird wie folgt begrenzt: Gebiet 1 (Blatt 1):
Ostgrenzen der Flurstücke 291, 444, 384, 385 und 324, Nord- und Ostgrenze des Flurstücks 451, Ostgrenzen der Flurstücke 422, 34, 318, 317 und 420, Nord- und Ostgrenze des Flurstücks 316, Ostgrenzen der Flurstücke 290, 474, 452, 534 und 285, Ost- und Südgrenzen des Flurstücks 477, Nordostgrenzen der Flurstücke 583, 39, 286 und 322, Nord- und Ostgrenze des Flurstücks 36, über das Flurstück 261 (Alsterblick), Nordostgrenzen der Flurstücke 280, 405, 407, 406, 341 und 527, Südost- und Südwestgrenzen der Flurstücke 527 und 407, Südwestgrenze des Flurstücks 279, Südwestgrenze des Flurstücks 405, Südostgrenze des Flurstücks 273 der Gemarkung Wohldorf - Alster - Nordgrenzen der Flurstücke 545 und 544, über das Flurstück 261 (Alsterblick), Nordgrenze des Flurstücks 291 der Gemarkung Wohldorf.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Tonndorf 7 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Tonndorf 7 für das Plangebiet Jenfelder Straße-Ahrensburger Straße-Reisners Kamp-Thingsberg (Bezirk Wandsbek, Ortsteil 513) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Barmbek-Sued 15 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Barmbek-Süd 15 für das Plangebiet Humboldtstraße-Nordgrenze des Flurstücks 85, West- und Nordgrenze des Flurstücks 787 sowie Nordgrenze des Flurstücks 986 der Gemarkung Uhlenhorst-Nord- und Ostgrenze des Flurstücks 2666 und von hier über das Flurstück 5051 der Gemarkung Barmbek bis Bartholomäusstraße- Bartholomäusstraße-Nord- und Ostgrenze des Flurstücks 5053 sowie Nordgrenze des Flurstücks 5056 der Gemarkung Barmbek-Heitmannstraße-Nordgrenze des Flurstücks 5021 sowie West- und Nordgrenze des Flurstücks 5116 der Gemarkung Barmbek-Desenißstraße-Nordgrenze des Flurstücks 638 der Gemarkung Barmbek-Rönnhaidstraße-Hamburger Straße (Bezirk Hamburg- Nord, Ortsteile 418 und 420) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Alsterdorf 1 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Alsterdorf 1 für den Geltungsbereich Rosenbrook-Alsterkrugchaussee Wilhelm-Metzger-Straße- Bebelallee-Bahnanlagen (Bezirk Hamburg-Nord, Ortsteil 407) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 84 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rahlstedt 84 für den Geltungsbereich Wildgansstraße-Lofotenstraße-Saseler Straße-Meiendorfer Straße (Bezirk Wandsbek, Ortsteil 526) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Barmbek-Sued 12 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Barmbek-Süd 12 für den Gel-tungsbereich zwischen Bahnfläche - Dehnhaide - Friedrichsberger Straße und Bezirksgrenze Wandsbek/Hamburg-Nord (Bezirk Hamburg-Nord, Ortsteil 423) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Friedrichsberger Straße - Holsteinischer Kamp - West¬grenze des Flurstücks 1651 der Gemarkung Barmbek-
Amselstraße - Friedrichsberger Straße - Dehnhaide-
Ostgrenzen der Flurstücke 6108 und 6109 der Gemarkung Barmbek - Bezirksgrenze.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Stellingen 23 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Stellingen 23 für das Gebiet südöstlich der Gutenbergstraße zwischen der Bahntrasse und der Warnstedtstraße (Bezirk Eimsbüttel, Ortsteil 321) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Gutenbergstraße - Warnstedtstraße - Südostgrenze des Flurstücks 1599, Südgrenze des Flurstücks 4455, Südostgrenzen der Flurstücke 4066 und 1956, über die Flurstücke 4419, 3560 und 4521 (Bahnanlagen), Südwestgrenze des Flurstücks 4521 (Bahnanlagen), über das Flurstück 2180 (Försterweg), Nordgrenze des Flurstücks 2180 (Försterweg), über die Flurstücke 3560 und 4419 (Bahnanlagen), Nordostgrenze des Flurstücks 4419 (Bahnanlagen), Nordgrenze des Flurstücks 1922, über das Flurstück 1996 (Gutenbergstraße), West- und Nordgrenze des Flurstücks 1996 der Gemarkung Stellingen.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Nienstedten 9 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Nienstedten 9 für das Plangebiet Elbschloßstraße -Georg-Bonne-Straße - Quellental -Ost­ und Südgrenze des Flurstücks 768 der Gemarkung Nienstedten - Georg-Bonne-Straße - Elbchaussee - Elbufer - Westgrenze des Flurstücks 792 der Gemarkung Nienstedten (Bezirk Altona, Ortsteil 221) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
