Berlin,"Berlin, Stadt",Berlin
Horbruch,Horbruch,Rheinland-Pfalz
Hohenöllen,Hohenöllen,Rheinland-Pfalz
Dietrichingen,Dietrichingen,Rheinland-Pfalz
Zimmernsupra,Zimmernsupra,Thüringen
Tasdorf,Tasdorf,Schleswig-Holstein
Rott,Rott,Rheinland-Pfalz
Großbundenbach,Großbundenbach,Rheinland-Pfalz
Dalldorf,Dalldorf,Schleswig-Holstein
Morshausen,Morshausen,Rheinland-Pfalz
Körborn,Körborn,Rheinland-Pfalz
Waldhambach,Waldhambach,Rheinland-Pfalz
Groß Molzahn,Groß Molzahn,Mecklenburg-Vorpommern
Rieps,Rieps,Mecklenburg-Vorpommern
Rathen,"Rathen, Kurort",Sachsen
Schlegel,Schlegel,Thüringen
Kaiser-Wilhelm-Koog,Kaiser-Wilhelm-Koog,Schleswig-Holstein
Meezen,Meezen,Schleswig-Holstein
Rüde,Rüde,Schleswig-Holstein
Wölmersen,Wölmersen,Rheinland-Pfalz
Horn,Horn,Rheinland-Pfalz
Hömberg,Hömberg,Rheinland-Pfalz
Eisenach,Eisenach,Rheinland-Pfalz
Kirchweiler,Kirchweiler,Rheinland-Pfalz
Fisch,Fisch,Rheinland-Pfalz
Moltzow,Moltzow,Mecklenburg-Vorpommern
Krüzen,Krüzen,Schleswig-Holstein
Ney,Ney,Rheinland-Pfalz
Obernhof,Obernhof,Rheinland-Pfalz
Priborn,Priborn,Mecklenburg-Vorpommern
Bülow,Bülow,Mecklenburg-Vorpommern
Wallbach,Wallbach,Thüringen
Nisterberg,Nisterberg,Rheinland-Pfalz
Kesten,Kesten,Rheinland-Pfalz
Warnkenhagen,Warnkenhagen,Mecklenburg-Vorpommern
Millienhagen-Oebelitz,Millienhagen-Oebelitz,Mecklenburg-Vorpommern
Reußenköge,Reußenköge,Schleswig-Holstein
Ruppertshofen,Ruppertshofen,Rheinland-Pfalz
Melz,Melz,Mecklenburg-Vorpommern
Oberpierscheid,Oberpierscheid,Rheinland-Pfalz
Schönenberg,Schönenberg,Baden-Württemberg
Helpt,Helpt,Mecklenburg-Vorpommern
Kassow,Kassow,Mecklenburg-Vorpommern
Blumenhagen,Blumenhagen,Mecklenburg-Vorpommern
Daberkow,Daberkow,Mecklenburg-Vorpommern
Hundhaupten,Hundhaupten,Thüringen
Groß Buchwald,Groß Buchwald,Schleswig-Holstein
Meerfeld,Meerfeld,Rheinland-Pfalz
Ruppertsecken,Ruppertsecken,Rheinland-Pfalz
Groß Kordshagen,Groß Kordshagen,Mecklenburg-Vorpommern
Ritschenhausen,Ritschenhausen,Thüringen
Negenharrie,Negenharrie,Schleswig-Holstein
Mannebach,Mannebach,Rheinland-Pfalz
Lehnstedt,Lehnstedt,Thüringen
Sierksrade,Sierksrade,Schleswig-Holstein
Hasenkrug,Hasenkrug,Schleswig-Holstein
Lautzenhausen,Lautzenhausen,Rheinland-Pfalz
Reich,Reich,Rheinland-Pfalz
Wallscheid,Wallscheid,Rheinland-Pfalz
Fleringen,Fleringen,Rheinland-Pfalz
Selchenbach,Selchenbach,Rheinland-Pfalz
Göhlen,Göhlen,Mecklenburg-Vorpommern
Goldebek,Goldebek,Schleswig-Holstein
Schwall,Schwall,Rheinland-Pfalz
Wasenbach,Wasenbach,Rheinland-Pfalz
Lehsen,Lehsen,Mecklenburg-Vorpommern
Karbow-Vietlübbe,Karbow-Vietlübbe,Mecklenburg-Vorpommern
Allendorf,Allendorf,Thüringen
Volsemenhusen,Volsemenhusen,Schleswig-Holstein
Argenschwang,Argenschwang,Rheinland-Pfalz
Henschtal,Henschtal,Rheinland-Pfalz
Lambertsberg,Lambertsberg,Rheinland-Pfalz
Schweix,Schweix,Rheinland-Pfalz
Mehmels,Mehmels,Thüringen
Breitenberg,Breitenberg,Schleswig-Holstein
Bargischow,Bargischow,Mecklenburg-Vorpommern
Mönchpfiffel-Nikolausrieth,Mönchpfiffel-Nikolausrieth,Thüringen
Pohl,Pohl,Rheinland-Pfalz
Rettershain,Rettershain,Rheinland-Pfalz
Arenrath,Arenrath,Rheinland-Pfalz
Hilst,Hilst,Rheinland-Pfalz
Passade,Passade,Schleswig-Holstein
Stafstedt,Stafstedt,Schleswig-Holstein
Bühnsdorf,Bühnsdorf,Schleswig-Holstein
Stolpe,Stolpe,Mecklenburg-Vorpommern
Schweisweiler,Schweisweiler,Rheinland-Pfalz
Vogelsang-Warsin,Vogelsang-Warsin,Mecklenburg-Vorpommern
Sophienhamm,Sophienhamm,Schleswig-Holstein
Süderhackstedt,Süderhackstedt,Schleswig-Holstein
Marth,Marth,Thüringen
Kleinmölsen,Kleinmölsen,Thüringen
Schwerstedt,Schwerstedt,Thüringen
Endschütz,Endschütz,Thüringen
Holzbunge,Holzbunge,Schleswig-Holstein
Fohren-Linden,Fohren-Linden,Rheinland-Pfalz
Bettendorf,Bettendorf,Rheinland-Pfalz
Gladbach,Gladbach,Rheinland-Pfalz
Petriroda,Petriroda,Thüringen
Rudersdorf,Rudersdorf,Thüringen
Schöps,Schöps,Thüringen
Poggensee,Poggensee,Schleswig-Holstein
Borgsum,Borgsum,Schleswig-Holstein
Ockholm,Ockholm,Schleswig-Holstein
Elben,Elben,Rheinland-Pfalz
Altstrimmig,Altstrimmig,Rheinland-Pfalz
Höchstberg,Höchstberg,Rheinland-Pfalz
Aschbach,Aschbach,Rheinland-Pfalz
Silz,Silz,Mecklenburg-Vorpommern
Postlow,Postlow,Mecklenburg-Vorpommern
Godern,Godern,Mecklenburg-Vorpommern
Beinerstadt,Beinerstadt,Thüringen
Tappendorf,Tappendorf,Schleswig-Holstein
Busenhausen,Busenhausen,Rheinland-Pfalz
Wierschem,Wierschem,Rheinland-Pfalz
Bickenbach,Bickenbach,Rheinland-Pfalz
Wendisch Waren,Wendisch Waren,Mecklenburg-Vorpommern
Pleitersheim,Pleitersheim,Rheinland-Pfalz
Gehrweiler,Gehrweiler,Rheinland-Pfalz
Kittendorf,Kittendorf,Mecklenburg-Vorpommern
Kirch Mulsow,Kirch Mulsow,Mecklenburg-Vorpommern
Neuenkirchen,Neuenkirchen,Mecklenburg-Vorpommern
Göllnitz,Göllnitz,Thüringen
Wolmersdorf,Wolmersdorf,Schleswig-Holstein
Ohlweiler,Ohlweiler,Rheinland-Pfalz
Oberroßbach,Oberroßbach,Rheinland-Pfalz
Köwerich,Köwerich,Rheinland-Pfalz
Wembach,Wembach,Baden-Württemberg
Wiegendorf,Wiegendorf,Thüringen
Eineborn,Eineborn,Thüringen
Tramm,Tramm,Schleswig-Holstein
Rantzau,Rantzau,Schleswig-Holstein
Hüttingen an der Kyll,Hüttingen an der Kyll,Rheinland-Pfalz
Retterath,Retterath,Rheinland-Pfalz
Klocksin,Klocksin,Mecklenburg-Vorpommern
Groß Schwiesow,Groß Schwiesow,Mecklenburg-Vorpommern
Frankenroda,Frankenroda,Thüringen
Lausnitz b. Neustadt an der Orla,Lausnitz b. Neustadt an der Orla,Thüringen
Biebrich,Biebrich,Rheinland-Pfalz
Waldmühlen,Waldmühlen,Rheinland-Pfalz
Wirschweiler,Wirschweiler,Rheinland-Pfalz
Briedern,Briedern,Rheinland-Pfalz
Giesenhausen,Giesenhausen,Rheinland-Pfalz
Malbergweich,Malbergweich,Rheinland-Pfalz
Brunow,Brunow,Mecklenburg-Vorpommern
Leienkaul,Leienkaul,Rheinland-Pfalz
Krümmel,Krümmel,Rheinland-Pfalz
Zirzow,Zirzow,Mecklenburg-Vorpommern
Bernstorf,Bernstorf,Mecklenburg-Vorpommern
Schönhorst,Schönhorst,Schleswig-Holstein
Gindorf,Gindorf,Rheinland-Pfalz
Fitzen,Fitzen,Schleswig-Holstein
Lütz,Lütz,Rheinland-Pfalz
Wirscheid,Wirscheid,Rheinland-Pfalz
Feuerscheid,Feuerscheid,Rheinland-Pfalz
Erlenbach bei Dahn,Erlenbach bei Dahn,Rheinland-Pfalz
Altenhagen,Altenhagen,Mecklenburg-Vorpommern
Neddemin,Neddemin,Mecklenburg-Vorpommern
Neu Bartelshagen,Neu Bartelshagen,Mecklenburg-Vorpommern
Fahrenwalde,Fahrenwalde,Mecklenburg-Vorpommern
Hintersee,Hintersee,Mecklenburg-Vorpommern
Sankt Annen,Sankt Annen,Schleswig-Holstein
Arlewatt,Arlewatt,Schleswig-Holstein
Prath,Prath,Rheinland-Pfalz
Briggow,Briggow,Mecklenburg-Vorpommern
Balow,Balow,Mecklenburg-Vorpommern
Niederhambach,Niederhambach,Rheinland-Pfalz
Nerenstetten,Nerenstetten,Baden-Württemberg
Freienorla,Freienorla,Thüringen
Helmstorf,Helmstorf,Schleswig-Holstein
Eisenschmitt,Eisenschmitt,Rheinland-Pfalz
Bermersheim,Bermersheim,Rheinland-Pfalz
Neidhartshausen,Neidhartshausen,Thüringen
Köthel,Köthel,Schleswig-Holstein
Kronweiler,Kronweiler,Rheinland-Pfalz
Salm,Salm,Rheinland-Pfalz
Walshausen,Walshausen,Rheinland-Pfalz
Klein Rheide,Klein Rheide,Schleswig-Holstein
Ecklak,Ecklak,Schleswig-Holstein
Hohenfels-Essingen,Hohenfels-Essingen,Rheinland-Pfalz
Oberehe-Stroheich,Oberehe-Stroheich,Rheinland-Pfalz
Finkenbach-Gersweiler,Finkenbach-Gersweiler,Rheinland-Pfalz
Rutsweiler am Glan,Rutsweiler am Glan,Rheinland-Pfalz
Niederotterbach,Niederotterbach,Rheinland-Pfalz
Hasselbach,Hasselbach,Rheinland-Pfalz
Mörschbach,Mörschbach,Rheinland-Pfalz
Kuhs,Kuhs,Mecklenburg-Vorpommern
Hammerstein,Hammerstein,Rheinland-Pfalz
Laurenburg,Laurenburg,Rheinland-Pfalz
Utecht,Utecht,Mecklenburg-Vorpommern
Oberkirn,Oberkirn,Rheinland-Pfalz
Ettinghausen,Ettinghausen,Rheinland-Pfalz
Lichtenborn,Lichtenborn,Rheinland-Pfalz
Kleinbrembach,Kleinbrembach,Thüringen
Kloster Veßra,Kloster Veßra,Thüringen
Alkersleben,Alkersleben,Thüringen
Ruttersdorf-Lotschen,Ruttersdorf-Lotschen,Thüringen
Vollmershain,Vollmershain,Thüringen
Jardelund,Jardelund,Schleswig-Holstein
Heidmoor,Heidmoor,Schleswig-Holstein
Manubach,Manubach,Rheinland-Pfalz
Niederschlettenbach,Niederschlettenbach,Rheinland-Pfalz
Gössitz,Gössitz,Thüringen
Mehna,Mehna,Thüringen
Odderade,Odderade,Schleswig-Holstein
Lütjenholm,Lütjenholm,Schleswig-Holstein
Arnis,"Arnis, Stadt",Schleswig-Holstein
Mühlenbarbek,Mühlenbarbek,Schleswig-Holstein
Hirz-Maulsbach,Hirz-Maulsbach,Rheinland-Pfalz
Limbach,Limbach,Rheinland-Pfalz
Papenhusen,Papenhusen,Mecklenburg-Vorpommern
Muchow,Muchow,Mecklenburg-Vorpommern
Strohkirchen,Strohkirchen,Mecklenburg-Vorpommern
Marolterode,Marolterode,Thüringen
Ramsla,Ramsla,Thüringen
Grevenkop,Grevenkop,Schleswig-Holstein
Berghausen,Berghausen,Rheinland-Pfalz
Dahnen,Dahnen,Rheinland-Pfalz
Lasel,Lasel,Rheinland-Pfalz
Frettenheim,Frettenheim,Rheinland-Pfalz
Kriesow,Kriesow,Mecklenburg-Vorpommern
Priepert,Priepert,Mecklenburg-Vorpommern
Kummerow,Kummerow,Mecklenburg-Vorpommern
Rappin,Rappin,Mecklenburg-Vorpommern
Vitense,Vitense,Mecklenburg-Vorpommern
Reisdorf,Reisdorf,Thüringen
Winseldorf,Winseldorf,Schleswig-Holstein
Seelbach (Westerwald),Seelbach (Westerwald),Rheinland-Pfalz
Wilzenberg-Hußweiler,Wilzenberg-Hußweiler,Rheinland-Pfalz
Weiler,Weiler,Rheinland-Pfalz
Nister-Möhrendorf,Nister-Möhrendorf,Rheinland-Pfalz
Seffern,Seffern,Rheinland-Pfalz
Frankelbach,Frankelbach,Rheinland-Pfalz
Niendorf,Niendorf,Mecklenburg-Vorpommern
Sirksfelde,Sirksfelde,Schleswig-Holstein
Gappenach,Gappenach,Rheinland-Pfalz
Stahlhofen am Wiesensee,Stahlhofen am Wiesensee,Rheinland-Pfalz
Bobenthal,Bobenthal,Rheinland-Pfalz
Oersberg,Oersberg,Schleswig-Holstein
Damnatz,Damnatz,Niedersachsen
Biebern,Biebern,Rheinland-Pfalz
Reitzenhain,Reitzenhain,Rheinland-Pfalz
Brandscheid,Brandscheid,Rheinland-Pfalz
Schüller,Schüller,Rheinland-Pfalz
Ginsweiler,Ginsweiler,Rheinland-Pfalz
Wintersheim,Wintersheim,Rheinland-Pfalz
Zettemin,Zettemin,Mecklenburg-Vorpommern
Strüth,Strüth,Rheinland-Pfalz
Demerath,Demerath,Rheinland-Pfalz
Gotthun,Gotthun,Mecklenburg-Vorpommern
Eßleben-Teutleben,Eßleben-Teutleben,Thüringen
Nimritz,Nimritz,Thüringen
Neritz,Neritz,Schleswig-Holstein
Niederhosenbach,Niederhosenbach,Rheinland-Pfalz
Liesenich,Liesenich,Rheinland-Pfalz
Liepen,Liepen,Mecklenburg-Vorpommern
Wahlhausen,Wahlhausen,Thüringen
Hirschfeld (Hunsrück),Hirschfeld (Hunsrück),Rheinland-Pfalz
Ravengiersburg,Ravengiersburg,Rheinland-Pfalz
Oppershausen,Oppershausen,Thüringen
Böhnhusen,Böhnhusen,Schleswig-Holstein
Wapelfeld,Wapelfeld,Schleswig-Holstein
Boddin,Boddin,Mecklenburg-Vorpommern
Rothemühl,Rothemühl,Mecklenburg-Vorpommern
Schmeheim,Schmeheim,Thüringen
Hollingstedt,Hollingstedt,Schleswig-Holstein
Osterby,Osterby,Schleswig-Holstein
Scheidt,Scheidt,Rheinland-Pfalz
Saalstadt,Saalstadt,Rheinland-Pfalz
Cammin,Cammin,Mecklenburg-Vorpommern
Lutheran,Lutheran,Mecklenburg-Vorpommern
Ballstedt,Ballstedt,Thüringen
Löptin,Löptin,Schleswig-Holstein
Breitenthal,Breitenthal,Rheinland-Pfalz
Niederkumbd,Niederkumbd,Rheinland-Pfalz
Himmighofen,Himmighofen,Rheinland-Pfalz
Lochum,Lochum,Rheinland-Pfalz
Gransdorf,Gransdorf,Rheinland-Pfalz
Schmatzin,Schmatzin,Mecklenburg-Vorpommern
Weißendorf,Weißendorf,Thüringen
Jonaswalde,Jonaswalde,Thüringen
Stoltenberg,Stoltenberg,Schleswig-Holstein
Sankt Alban,Sankt Alban,Rheinland-Pfalz
Mesenich,Mesenich,Rheinland-Pfalz
Marienfels,Marienfels,Rheinland-Pfalz
Plütscheid,Plütscheid,Rheinland-Pfalz
Sellerich,Sellerich,Rheinland-Pfalz
Herzberg,Herzberg,Mecklenburg-Vorpommern
Trebra,Trebra,Thüringen
Friedelshausen,Friedelshausen,Thüringen
Rinzenberg,Rinzenberg,Rheinland-Pfalz
Sulzbach,Sulzbach,Rheinland-Pfalz
Stebach,Stebach,Rheinland-Pfalz
Enspel,Enspel,Rheinland-Pfalz
Bleckhausen,Bleckhausen,Rheinland-Pfalz
Lenterode,Lenterode,Thüringen
Wildenbörten,Wildenbörten,Thüringen
Bresegard bei Picher,Bresegard bei Picher,Mecklenburg-Vorpommern
Hauroth,Hauroth,Rheinland-Pfalz
Hüblingen,Hüblingen,Rheinland-Pfalz
Grünow,Grünow,Mecklenburg-Vorpommern
Varchentin,Varchentin,Mecklenburg-Vorpommern
Groß Siemz,Groß Siemz,Mecklenburg-Vorpommern
Züsow,Züsow,Mecklenburg-Vorpommern
Jückelberg,Jückelberg,Thüringen
Peterslahr,Peterslahr,Rheinland-Pfalz
Münchwald,Münchwald,Rheinland-Pfalz
Dünfus,Dünfus,Rheinland-Pfalz
Ellenhausen,Ellenhausen,Rheinland-Pfalz
Niederalben,Niederalben,Rheinland-Pfalz
Kölzin,Kölzin,Mecklenburg-Vorpommern
Tröchtelborn,Tröchtelborn,Thüringen
Hattstedtermarsch,Hattstedtermarsch,Schleswig-Holstein
Elbingen,Elbingen,Rheinland-Pfalz
Kommen,Kommen,Rheinland-Pfalz
Hoppstädten,Hoppstädten,Rheinland-Pfalz
Mauschbach,Mauschbach,Rheinland-Pfalz
Kettenheim,Kettenheim,Rheinland-Pfalz
Kneese,Kneese,Mecklenburg-Vorpommern
Mackenrode,Mackenrode,Thüringen
Grinau,Grinau,Schleswig-Holstein
Martinstein,Martinstein,Rheinland-Pfalz
Willingen,Willingen,Rheinland-Pfalz
Allmannsweiler,Allmannsweiler,Baden-Württemberg
Rukieten,Rukieten,Mecklenburg-Vorpommern
Vorbeck,Vorbeck,Mecklenburg-Vorpommern
Zahrensdorf,Zahrensdorf,Mecklenburg-Vorpommern
Görkwitz,Görkwitz,Thüringen
Nehmten,Nehmten,Schleswig-Holstein
Altenhof,Altenhof,Schleswig-Holstein
Peissen,Peissen,Schleswig-Holstein
Hilgenroth,Hilgenroth,Rheinland-Pfalz
Ellweiler,Ellweiler,Rheinland-Pfalz
Luxem,Luxem,Rheinland-Pfalz
Dambeck,Dambeck,Mecklenburg-Vorpommern
Severin,Severin,Mecklenburg-Vorpommern
Golchen,Golchen,Mecklenburg-Vorpommern
Plöwen,Plöwen,Mecklenburg-Vorpommern
Heichelheim,Heichelheim,Thüringen
Bobeck,Bobeck,Thüringen
Föhrden-Barl,Föhrden-Barl,Schleswig-Holstein
Hoffeld,Hoffeld,Rheinland-Pfalz
Keidelheim,Keidelheim,Rheinland-Pfalz
Hinzert-Pölert,Hinzert-Pölert,Rheinland-Pfalz
Rauda,Rauda,Thüringen
Tautenburg,Tautenburg,Thüringen
Dammfleth,Dammfleth,Schleswig-Holstein
Penkow,Penkow,Mecklenburg-Vorpommern
Kraja,Kraja,Thüringen
Löhma,Löhma,Thüringen
Kail,Kail,Rheinland-Pfalz
Wüschheim,Wüschheim,Rheinland-Pfalz
Frohnsdorf,Frohnsdorf,Thüringen
Duppach,Duppach,Rheinland-Pfalz
Hockweiler,Hockweiler,Rheinland-Pfalz
Herrnschwende,Herrnschwende,Thüringen
Norderwöhrden,Norderwöhrden,Schleswig-Holstein
Tielen,Tielen,Schleswig-Holstein
Dienstweiler,Dienstweiler,Rheinland-Pfalz
Oberhambach,Oberhambach,Rheinland-Pfalz
Hollnich,Hollnich,Rheinland-Pfalz
Nimshuscheid,Nimshuscheid,Rheinland-Pfalz
Oberweiler-Tiefenbach,Oberweiler-Tiefenbach,Rheinland-Pfalz
Schlemmin,Schlemmin,Mecklenburg-Vorpommern
Freienhagen,Freienhagen,Thüringen
Pfaffschwende,Pfaffschwende,Thüringen
Kleinobringen,Kleinobringen,Thüringen
Woltersdorf,Woltersdorf,Schleswig-Holstein
Warringholz,Warringholz,Schleswig-Holstein
Borxleben,Borxleben,Thüringen
Bockstadt,Bockstadt,Thüringen
Nauendorf,Nauendorf,Thüringen
Schöndorf,Schöndorf,Thüringen
Wawern,Wawern,Rheinland-Pfalz
Betteldorf,Betteldorf,Rheinland-Pfalz
Beldorf,Beldorf,Schleswig-Holstein
Eisendorf,Eisendorf,Schleswig-Holstein
Harmsdorf,Harmsdorf,Schleswig-Holstein
Anschau,Anschau,Rheinland-Pfalz
Griefstedt,Griefstedt,Thüringen
Gebstedt,Gebstedt,Thüringen
Zilshausen,Zilshausen,Rheinland-Pfalz
Bubach,Bubach,Rheinland-Pfalz
Neuerkirch,Neuerkirch,Rheinland-Pfalz
Rechtenstein,Rechtenstein,Baden-Württemberg
Balderschwang,Balderschwang,Bayern
Röckwitz,Röckwitz,Mecklenburg-Vorpommern
Etzleben,Etzleben,Thüringen
Willerstedt,Willerstedt,Thüringen
Bollberg,Bollberg,Thüringen
Rabenholz,Rabenholz,Schleswig-Holstein
Weltersburg,Weltersburg,Rheinland-Pfalz
Sankt Thomas,Sankt Thomas,Rheinland-Pfalz
Seekirch,Seekirch,Baden-Württemberg
Ebenshausen,Ebenshausen,Thüringen
Miesitz,Miesitz,Thüringen
Sollwitt,Sollwitt,Schleswig-Holstein
Hummelfeld,Hummelfeld,Schleswig-Holstein
Schieren,Schieren,Schleswig-Holstein
Gierschnach,Gierschnach,Rheinland-Pfalz
Bugewitz,Bugewitz,Mecklenburg-Vorpommern
Obertrebra,Obertrebra,Thüringen
Crimla,Crimla,Thüringen
Plothen,Plothen,Thüringen
Lüchow,Lüchow,Schleswig-Holstein
Trimport,Trimport,Rheinland-Pfalz
Fuhlenhagen,Fuhlenhagen,Schleswig-Holstein
Oldenbüttel,Oldenbüttel,Schleswig-Holstein
Udler,Udler,Rheinland-Pfalz
Dennweiler-Frohnbach,Dennweiler-Frohnbach,Rheinland-Pfalz
Niederstaufenbach,Niederstaufenbach,Rheinland-Pfalz
Dittersdorf,Dittersdorf,Thüringen
Sulza,Sulza,Thüringen
Grabau,Grabau,Schleswig-Holstein
Neundorf (bei Schleiz),Neundorf (bei Schleiz),Thüringen
Uelvesbüll,Uelvesbüll,Schleswig-Holstein
Klosterkumbd,Klosterkumbd,Rheinland-Pfalz
Lipporn,Lipporn,Rheinland-Pfalz
Finkenthal,Finkenthal,Mecklenburg-Vorpommern
Kamminke,Kamminke,Mecklenburg-Vorpommern
Borstorf,Borstorf,Schleswig-Holstein
Heimborn,Heimborn,Rheinland-Pfalz
Mendhausen,Mendhausen,Thüringen
Bröthen,Bröthen,Schleswig-Holstein
Lanze,Lanze,Schleswig-Holstein
Horhausen,Horhausen,Rheinland-Pfalz
Lautert,Lautert,Rheinland-Pfalz
Leussow,Leussow,Mecklenburg-Vorpommern
Oberstreit,Oberstreit,Rheinland-Pfalz
Tellig,Tellig,Rheinland-Pfalz
Heinzenhausen,Heinzenhausen,Rheinland-Pfalz
Oberkatz,Oberkatz,Thüringen
Mittelpöllnitz,Mittelpöllnitz,Thüringen
Volkmannsdorf,Volkmannsdorf,Thüringen
Busenwurth,Busenwurth,Schleswig-Holstein
Pickließem,Pickließem,Rheinland-Pfalz
Herl,Herl,Rheinland-Pfalz
Unterwaldhausen,Unterwaldhausen,Baden-Württemberg
St.Bernhard,St.Bernhard,Thüringen
Rockhausen,Rockhausen,Thüringen
Albersdorf,Albersdorf,Thüringen
Herschbroich,Herschbroich,Rheinland-Pfalz
Kundert,Kundert,Rheinland-Pfalz
Holzsußra,Holzsußra,Thüringen
Ellersleben,Ellersleben,Thüringen
Gillersdorf,Gillersdorf,Thüringen
Bruschied,Bruschied,Rheinland-Pfalz
Horschbach,Horschbach,Rheinland-Pfalz
Klein Upahl,Klein Upahl,Mecklenburg-Vorpommern
Bornhagen,Bornhagen,Thüringen
Martinroda,Martinroda,Thüringen
Petersberg,Petersberg,Thüringen
Fedderingen,Fedderingen,Schleswig-Holstein
Ritzerau,Ritzerau,Schleswig-Holstein
Arpsdorf,Arpsdorf,Schleswig-Holstein
Haßmoor,Haßmoor,Schleswig-Holstein
Deuselbach,Deuselbach,Rheinland-Pfalz
Oberöfflingen,Oberöfflingen,Rheinland-Pfalz
Offenbüttel,Offenbüttel,Schleswig-Holstein
Baldringen,Baldringen,Rheinland-Pfalz
Dalkendorf,Dalkendorf,Mecklenburg-Vorpommern
Bauerbach,Bauerbach,Thüringen
Bremberg,Bremberg,Rheinland-Pfalz
Mechelroda,Mechelroda,Thüringen
Sönnebüll,Sönnebüll,Schleswig-Holstein
Roth,Roth,Rheinland-Pfalz
Woppenroth,Woppenroth,Rheinland-Pfalz
Großeutersdorf,Großeutersdorf,Thüringen
Oesterwurth,Oesterwurth,Schleswig-Holstein
Köthel,Köthel,Schleswig-Holstein
Kirschroth,Kirschroth,Rheinland-Pfalz
Arft,Arft,Rheinland-Pfalz
Dahlem,Dahlem,Rheinland-Pfalz
Ellscheid,Ellscheid,Rheinland-Pfalz
Langwieden,Langwieden,Rheinland-Pfalz
Holzkirch,Holzkirch,Baden-Württemberg
Langweiler,Langweiler,Rheinland-Pfalz
Brachtendorf,Brachtendorf,Rheinland-Pfalz
Panzweiler,Panzweiler,Rheinland-Pfalz
Ditscheid,Ditscheid,Rheinland-Pfalz
Bothkamp,Bothkamp,Schleswig-Holstein
Jahrsdorf,Jahrsdorf,Schleswig-Holstein
Breit,Breit,Rheinland-Pfalz
Pripsleben,Pripsleben,Mecklenburg-Vorpommern
Peenemünde,Peenemünde,Mecklenburg-Vorpommern
Dreba,Dreba,Thüringen
Lederhose,Lederhose,Thüringen
Siebeneichen,Siebeneichen,Schleswig-Holstein
Dörnick,Dörnick,Schleswig-Holstein
Pöschendorf,Pöschendorf,Schleswig-Holstein
Berschweiler bei Kirn,Berschweiler bei Kirn,Rheinland-Pfalz
Breitingen,Breitingen,Baden-Württemberg
Schachtebich,Schachtebich,Thüringen
Thaden,Thaden,Schleswig-Holstein
Loit,Loit,Schleswig-Holstein
Kettenhausen,Kettenhausen,Rheinland-Pfalz
Mermuth,Mermuth,Rheinland-Pfalz
Ober Kostenz,Ober Kostenz,Rheinland-Pfalz
Niederbachheim,Niederbachheim,Rheinland-Pfalz
Hilscheid,Hilscheid,Rheinland-Pfalz
Gischow,Gischow,Mecklenburg-Vorpommern
Bechstedtstraß,Bechstedtstraß,Thüringen
Stürzelbach,Stürzelbach,Rheinland-Pfalz
Erbach,Erbach,Rheinland-Pfalz
Schönborn,Schönborn,Rheinland-Pfalz
Dollrottfeld,Dollrottfeld,Schleswig-Holstein
Quiddelbach,Quiddelbach,Rheinland-Pfalz
Gösenroth,Gösenroth,Rheinland-Pfalz
Hirten,Hirten,Rheinland-Pfalz
Heddert,Heddert,Rheinland-Pfalz
Oberndorf,Oberndorf,Rheinland-Pfalz
Stuer,Stuer,Mecklenburg-Vorpommern
Leutersdorf,Leutersdorf,Thüringen
Bibra,Bibra,Thüringen
Schmalstede,Schmalstede,Schleswig-Holstein
Hattgenstein,Hattgenstein,Rheinland-Pfalz
Zettingen,Zettingen,Rheinland-Pfalz
Neuheilenbach,Neuheilenbach,Rheinland-Pfalz
Weidenbach,Weidenbach,Rheinland-Pfalz
Leutenthal,Leutenthal,Thüringen
Klein Barkau,Klein Barkau,Schleswig-Holstein
Jeckenbach,Jeckenbach,Rheinland-Pfalz
Eisighofen,Eisighofen,Rheinland-Pfalz
Jakobsweiler,Jakobsweiler,Rheinland-Pfalz
Grischow,Grischow,Mecklenburg-Vorpommern
Döschnitz,Döschnitz,Thüringen
Huje,Huje,Schleswig-Holstein
Schürdt,Schürdt,Rheinland-Pfalz
Ammeldingen bei Neuerburg,Ammeldingen bei Neuerburg,Rheinland-Pfalz
Ransweiler,Ransweiler,Rheinland-Pfalz
Trennewurth,Trennewurth,Schleswig-Holstein
Schulenberg im Oberharz,Schulenberg im Oberharz,Niedersachsen
Hunzel,Hunzel,Rheinland-Pfalz
Niederstedem,Niederstedem,Rheinland-Pfalz
Blesewitz,Blesewitz,Mecklenburg-Vorpommern
Gipperath,Gipperath,Rheinland-Pfalz
Hochscheid,Hochscheid,Rheinland-Pfalz
Karenz,Karenz,Mecklenburg-Vorpommern
Göschitz,Göschitz,Thüringen
Nutteln,Nutteln,Schleswig-Holstein
Heupelzen,Heupelzen,Rheinland-Pfalz
Kellenbach,Kellenbach,Rheinland-Pfalz
Duckow,Duckow,Mecklenburg-Vorpommern
Bruchstedt,Bruchstedt,Thüringen
Dingsleben,Dingsleben,Thüringen
Lammershagen,Lammershagen,Schleswig-Holstein
Fiersbach,Fiersbach,Rheinland-Pfalz
Schneppenbach,Schneppenbach,Rheinland-Pfalz
Mettweiler,Mettweiler,Rheinland-Pfalz
Schiesheim,Schiesheim,Rheinland-Pfalz
Kleinfischlingen,Kleinfischlingen,Rheinland-Pfalz
Mandelshagen,Mandelshagen,Mecklenburg-Vorpommern
Heckenbach,Heckenbach,Rheinland-Pfalz
Bongard,Bongard,Rheinland-Pfalz
Hettenhausen,Hettenhausen,Rheinland-Pfalz
